SEASON_1,PLAYER_ID,HOME_TEAM,SHOT_MADE,ACTION_TYPE,SHOT_TYPE,BASIC_ZONE,ZONE_NAME,ZONE_RANGE,LOC_X,LOC_Y,SHOT_DISTANCE,QUARTER,MINS_LEFT,SECS_LEFT,TIME_REMAINING
2021,203493,True,False,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,24+ ft.,2.32,6.255,23,4,1,21,81
2021,203493,True,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side,16-24 ft.,1.87,5.935,18,4,1,54,114
2021,203944,True,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.19,5.825,1,4,2,47,167
2021,203493,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,0.8400000000000001,8.094999999999999,24,4,3,19,199
2021,203944,True,False,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,Less Than 8 ft.,-0.05,6.465,6,4,3,49,229
2021,202692,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,24+ ft.,-1.55,7.775,25,4,4,55,295
2021,202692,True,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.14,5.775,1,4,5,20,320
2021,203944,True,False,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side,8-16 ft.,-0.72,6.795,12,4,6,36,396
2021,1630193,True,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.19,5.775,1,4,6,56,416
2021,201959,True,True,Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.0699999999999999,5.835,0,4,7,38,458
2021,1630167,True,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.05,6.055,2,4,8,13,493
2021,1630167,True,True,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,Less Than 8 ft.,0.38,6.035,4,4,8,27,507
2021,1630193,True,True,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,Less Than 8 ft.,-0.08,6.455,6,4,9,21,561
2021,1630193,True,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,24+ ft.,0.35,8.525,27,4,9,44,584
2021,201565,True,False,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center,8-16 ft.,-0.13,7.315,15,4,9,53,593
2021,202692,True,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,1.01,8.055,24,4,10,21,621
2021,201565,True,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,8-16 ft.,-0.2,7.205,14,4,10,56,656
2021,201959,True,False,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,Less Than 8 ft.,-0.36,6.125,5,4,11,5,665
2021,202692,True,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,1.28,8.025,25,4,11,35,695
2021,203944,True,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,24+ ft.,-2.31,5.785,23,3,0,24,744
2021,203944,True,False,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,Less Than 8 ft.,0.6900000000000001,5.825,6,3,0,40,760
2021,202692,True,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,24+ ft.,-2.28,5.835,22,3,1,2,782
2021,203493,True,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,24+ ft.,-2.31,6.145,23,3,2,6,846
2021,203944,True,False,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,16-24 ft.,-1.7100000000000002,7.085,21,3,2,30,870
2021,1629628,True,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.16,5.955,2,3,3,10,910
2021,1629628,True,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,1.85,7.415,24,3,3,53,953
2021,203944,True,True,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side,8-16 ft.,0.8099999999999999,6.865,13,3,4,35,995
2021,203493,True,True,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,24+ ft.,-2.24,5.645,22,3,5,6,1026
2021,203493,True,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center,16-24 ft.,-1.21,7.565,21,3,5,31,1051
2021,1629628,True,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,1.85,8.185,30,3,6,31,1111
2021,203457,True,False,Jump Shot,2PT Field Goal,Mid-Range,Center,8-16 ft.,-0.41,7.215,14,3,7,26,1166
2021,203901,True,False,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,8-16 ft.,0.08,6.905,11,3,8,0,1200
2021,1629628,True,True,Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.0,5.835,0,3,8,25,1225
2021,203944,True,False,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,Less Than 8 ft.,-0.06,6.395,6,3,8,42,1242
2021,1629628,True,False,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side,8-16 ft.,-0.8800000000000001,6.215,9,3,9,10,1270
2021,203901,True,False,Running Pull-Up Jump Shot,2PT Field Goal,Mid-Range,Right Side,8-16 ft.,0.93,6.875,14,3,9,48,1308
2021,1629628,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,24+ ft.,-1.55,7.945,26,3,10,21,1341
2021,203901,True,False,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.18,5.775,1,3,10,58,1378
2021,203944,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,24+ ft.,-0.8800000000000001,8.185,25,3,11,40,1420
2021,203493,True,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,1.16,8.225,27,2,0,35,1475
2021,1629628,True,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.04,5.855,0,2,1,37,1537
2021,203457,True,True,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.02,5.935,1,2,2,7,1567
2021,202692,True,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,24+ ft.,0.5599999999999999,8.295,25,2,2,57,1617
2021,202692,True,True,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,24+ ft.,2.28,6.225,23,2,3,19,1639
2021,1629628,True,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.02,5.725,0,2,4,23,1703
2021,202692,True,False,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.24,5.885,2,2,4,56,1736
2021,203944,True,False,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side,8-16 ft.,-1.17,6.705,14,2,5,17,1757
2021,201565,True,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side,8-16 ft.,1.0,6.915,15,2,5,46,1786
2021,203944,True,False,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,8-16 ft.,0.44,6.785,11,2,6,19,1819
2021,202692,True,True,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,1.27,7.985,25,2,7,10,1870
2021,201565,True,False,Jump Shot,2PT Field Goal,Mid-Range,Right Side,8-16 ft.,0.8699999999999999,5.825,8,2,7,43,1903
2021,1630193,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,1.6,7.955,27,2,7,49,1909
2021,201565,True,False,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,Less Than 8 ft.,-0.13,6.335,5,2,7,52,1912
2021,201959,True,False,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center,16-24 ft.,0.58,7.365,16,2,8,17,1937
2021,1630167,True,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.0699999999999999,5.825,0,2,8,50,1970
2021,1630167,True,False,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,24+ ft.,2.24,6.195,22,2,8,55,1975
2021,201565,True,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.08,5.905,1,2,9,19,1999
2021,1630193,True,False,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,Less Than 8 ft.,0.3299999999999999,6.075,4,2,9,45,2025
2021,1630193,True,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,1.39,7.995,26,2,10,27,2067
2021,1630167,True,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side,8-16 ft.,1.09,6.255,11,2,10,51,2091
2021,201565,True,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.16,5.925,2,2,11,42,2142
2021,201565,True,False,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center,16-24 ft.,0.74,7.275,16,1,0,49,2209
2021,202692,True,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.11,5.935,1,1,1,21,2241
2021,1630193,True,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,16-24 ft.,0.8300000000000001,7.865,22,1,1,48,2268
2021,1629628,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,24+ ft.,-0.97,8.165,25,1,2,22,2302
2021,1629628,True,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,16-24 ft.,1.3199999999999998,7.155,19,1,2,57,2337
2021,201565,True,False,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,8-16 ft.,0.18,6.925,11,1,3,42,2382
2021,203944,True,False,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,Less Than 8 ft.,-0.11,6.525,7,1,4,7,2407
2021,201959,True,True,Jump Shot,2PT Field Goal,Mid-Range,Left Side,8-16 ft.,-1.02,6.025,10,1,4,43,2443
2021,203493,True,True,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,24+ ft.,2.37,5.815,23,1,5,18,2478
2021,203944,True,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side,8-16 ft.,1.42,6.065,14,1,6,31,2551
2021,203944,True,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,16-24 ft.,0.32,7.855,21,1,7,7,2587
2021,203901,True,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.1699999999999999,5.885,2,1,7,45,2625
2021,203944,True,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,24+ ft.,-0.05,8.245000000000001,24,1,8,46,2686
2021,1629628,True,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center,16-24 ft.,-0.6799999999999999,7.305,16,1,9,15,2715
2021,203944,True,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,1.88,7.855,28,1,10,12,2772
2021,203493,True,True,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,1.6,8.045,27,1,10,41,2801
2021,203944,True,True,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,1.54,7.865,25,1,11,1,2821
2021,1629628,True,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.06,5.965,1,1,11,29,2849
2021,203457,True,True,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.08,5.755,0,5,0,40,-680
2021,202692,True,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.18,5.855,1,5,1,31,-629
2021,203457,True,True,Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.03,5.875,1,5,2,15,-585
2021,202692,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,24+ ft.,-1.01,8.065,25,5,2,28,-572
2021,203493,True,True,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,24+ ft.,2.31,5.915,23,5,3,11,-529
2021,202692,True,True,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,24+ ft.,-2.3600000000000003,6.085,23,5,3,51,-489
2021,203944,True,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,16-24 ft.,-0.4,7.785,20,5,3,59,-481
2021,203944,True,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.24,5.985,3,4,0,33,33
2021,202692,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,24+ ft.,-0.26,8.355,25,4,0,59,59
2021,202692,True,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.02,5.935,1,4,1,25,85
2021,203944,True,False,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center,16-24 ft.,-1.0699999999999998,7.205,17,4,1,51,111
2021,1630193,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,24+ ft.,0.11,8.495000000000001,27,4,2,20,140
2021,203944,True,False,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side,16-24 ft.,-1.82,5.775,18,4,3,48,228
2021,203944,True,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,16-24 ft.,1.04,7.705,21,4,4,34,274
2021,203944,True,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,24+ ft.,-0.95,8.205,26,4,5,19,319
2021,1630193,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,2.03,7.775,28,4,5,50,350
2021,203457,True,True,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.0699999999999999,5.785,0,4,6,26,386
2021,203493,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,2.25,6.975,25,4,7,1,421
2021,202692,True,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.05,5.985,2,4,7,29,449
2021,1630193,True,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side,8-16 ft.,-0.95,6.015,9,4,8,11,491
2021,202692,True,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.1,5.945,1,4,8,51,531
2021,202692,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,1.14,8.195,26,4,8,56,536
2021,202692,True,True,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,Less Than 8 ft.,-0.21,6.145,4,4,9,39,579
2021,201565,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,24+ ft.,-1.05,8.035,24,4,10,56,656
2021,1630193,True,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,24+ ft.,-2.41,5.805,24,4,11,13,673
2021,202692,True,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,24+ ft.,-2.25,5.675,22,3,0,25,745
2021,201565,True,True,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,8-16 ft.,0.2,6.915,11,3,0,44,764
2021,201565,True,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,24+ ft.,-1.01,8.185,26,3,1,25,805
2021,201565,True,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center,16-24 ft.,-0.9,7.615,20,3,1,55,835
2021,203944,True,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,16-24 ft.,1.3199999999999998,6.755,16,3,2,20,860
2021,203944,True,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center,16-24 ft.,-0.76,7.205,16,3,2,57,897
2021,201565,True,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,16-24 ft.,0.8099999999999999,7.275,17,3,3,20,920
2021,203493,True,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,16-24 ft.,0.1699999999999999,7.445,16,3,3,47,947
2021,203944,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,24+ ft.,0.78,8.254999999999999,25,3,4,20,980
2021,203944,True,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,16-24 ft.,0.79,7.415,18,3,4,50,1010
2021,203944,True,True,Dunk Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.01,5.825,0,3,5,24,1044
2021,203944,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,24+ ft.,0.13,8.355,25,3,6,39,1119
2021,203901,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,1.88,7.875,28,3,7,13,1153
2021,1629628,True,True,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,Less Than 8 ft.,-0.54,6.045,6,3,7,45,1185
2021,1629628,True,True,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,Less Than 8 ft.,0.02,6.285,5,3,8,20,1220
2021,203493,True,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,16-24 ft.,1.19,7.295,19,3,8,52,1252
2021,203901,True,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,16-24 ft.,-0.37,7.355,16,3,9,15,1275
2021,203493,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,24+ ft.,-0.18,8.385,26,3,10,6,1326
2021,203901,True,True,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,Less Than 8 ft.,0.12,6.525,7,3,10,39,1359
2021,203944,True,True,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side,8-16 ft.,-1.28,5.975,12,3,11,5,1385
2021,203944,True,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,24+ ft.,-2.22,6.325,22,3,11,44,1424
2021,203944,True,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,1.52,7.715,24,2,0,2,1442
2021,203944,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,24+ ft.,-0.39,8.295,25,2,0,40,1480
2021,1629628,True,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center,16-24 ft.,-1.37,6.865,17,2,1,2,1502
2021,203944,True,True,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side,8-16 ft.,0.8699999999999999,5.845,8,2,1,33,1533
2021,203493,True,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,24+ ft.,-2.28,5.935,22,2,2,14,1574
2021,1629628,True,True,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,24+ ft.,2.31,5.825,23,2,3,1,1621
2021,203944,True,False,Jump Shot,2PT Field Goal,Mid-Range,Center,16-24 ft.,0.4900000000000001,8.085,23,2,3,48,1668
2021,203493,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,24+ ft.,-2.02,7.255,25,2,4,50,1730
2021,201565,True,True,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,8-16 ft.,0.06,7.095,13,2,5,14,1754
2021,1630193,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,24+ ft.,0.03,8.915,31,2,6,38,1838
2021,1630193,True,True,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,24+ ft.,2.3600000000000003,5.645,23,2,7,18,1878
2021,1630193,True,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.01,5.845,0,2,7,47,1907
2021,1630167,True,True,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,24+ ft.,-2.31,5.795,23,2,8,22,1942
2021,1630193,True,True,Jump Shot,3PT Field Goal,Above the Break 3,Center,24+ ft.,-0.62,8.585,28,2,8,59,1979
2021,201565,True,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.11,5.875,1,2,9,37,2017
2021,201565,True,False,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side,16-24 ft.,-1.96,5.735,19,2,10,9,2049
2021,202692,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,24+ ft.,0.3,8.425,26,2,10,36,2076
2021,201959,True,True,Putback Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.06,5.905,1,2,11,5,2105
2021,201959,True,False,Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.04,5.955,1,2,11,7,2107
2021,201959,True,True,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.1,5.795,1,2,11,43,2143
2021,203944,True,True,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side,8-16 ft.,1.5,5.795,15,1,0,8,2168
2021,202692,True,True,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,24+ ft.,2.33,5.525,23,1,1,36,2256
2021,1629628,True,False,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,Less Than 8 ft.,-0.19,6.135,4,1,2,37,2317
2021,201565,True,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,16-24 ft.,0.8699999999999999,7.465,19,1,3,10,2350
2021,203944,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,24+ ft.,-1.44,7.885,25,1,3,35,2375
2021,1629628,True,False,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.05,5.975,2,1,3,45,2385
2021,203493,True,True,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,24+ ft.,2.3,6.315,23,1,3,58,2398
2021,203944,True,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.11,5.925,1,1,4,29,2429
2021,1629628,True,False,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,8-16 ft.,-0.03,6.955,11,1,4,53,2453
2021,203493,True,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side,8-16 ft.,-1.06,6.325,11,1,5,19,2479
2021,203944,True,True,Jump Shot,3PT Field Goal,Above the Break 3,Center,24+ ft.,0.14,8.315,25,1,5,49,2509
2021,1629628,True,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.15,5.725,1,1,6,13,2533
2021,203457,True,False,Tip Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.0,5.775,0,1,6,38,2558
2021,1629628,True,False,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.2,6.025,3,1,6,40,2560
2021,1629628,True,False,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,8-16 ft.,0.3,6.625,9,1,7,11,2591
2021,203493,True,True,Jump Shot,3PT Field Goal,Above the Break 3,Center,24+ ft.,-0.06,8.525,27,1,7,43,2623
2021,203493,True,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,1.89,7.515,25,1,8,24,2664
2021,203457,True,True,Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.0,5.925,1,1,8,43,2683
2021,203493,True,True,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,24+ ft.,-2.31,5.765,23,1,9,41,2741
2021,203944,True,False,Jump Shot,2PT Field Goal,Mid-Range,Left Side,8-16 ft.,-0.96,6.405,11,1,10,13,2773
2021,203944,True,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,24+ ft.,-1.19,8.045,25,1,10,39,2799
2021,203944,True,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,2.04,7.345,25,1,11,6,2826
2021,202692,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,24+ ft.,-1.7399999999999998,7.655,25,4,0,27,27
2021,203944,True,True,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,16-24 ft.,-1.01,7.575,20,4,0,56,56
2021,1629628,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,24+ ft.,-0.52,8.395,26,4,1,37,97
2021,202692,True,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,24+ ft.,-2.28,5.905,22,4,2,8,128
2021,202692,True,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,24+ ft.,-1.47,7.825,25,4,2,48,168
2021,202692,True,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.09,5.745,0,4,3,16,196
2021,1629628,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,1.73,7.625,25,4,3,21,201
2021,1629628,True,False,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,Less Than 8 ft.,0.04,6.425,6,4,3,47,227
2021,203944,True,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,24+ ft.,-1.41,7.935,25,4,4,24,264
2021,202692,True,True,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,24+ ft.,2.31,5.795,23,4,5,8,308
2021,202692,True,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.11,5.845,1,4,5,48,348
2021,203944,True,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,24+ ft.,-1.31,7.935,25,4,6,13,373
2021,203944,True,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.1699999999999999,5.925,2,4,7,2,422
2021,1629628,True,True,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,24+ ft.,2.34,5.685,23,4,7,30,450
2021,202692,True,True,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.09,5.885,1,4,8,18,498
2021,201959,True,False,Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.18,6.095,3,4,9,39,579
2021,203944,True,False,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side,8-16 ft.,1.4300000000000002,5.845,14,4,10,4,604
2021,202692,True,True,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,24+ ft.,2.31,5.785,23,4,10,48,648
2021,203493,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,24+ ft.,-1.83,7.625,26,4,11,7,667
2021,1629628,True,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,24+ ft.,-1.31,7.935,25,4,11,41,701
2021,203944,True,False,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,Less Than 8 ft.,0.6,5.825,6,3,0,0,720
2021,1629628,True,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.11,5.845,1,3,0,32,752
2021,1629628,True,True,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,24+ ft.,2.32,5.795,23,3,1,3,783
2021,202692,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,1.24,8.035,25,3,1,24,804
2021,1629628,True,True,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,24+ ft.,2.28,5.785,22,3,2,29,869
2021,203493,True,True,Running Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.03,5.855,0,3,3,4,904
2021,1629628,True,True,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,8-16 ft.,0.46,6.655,9,3,3,31,931
2021,203944,True,False,Running Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.06,5.985,2,3,3,50,950
2021,203493,True,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,24+ ft.,1.19,8.135,26,3,4,18,978
2021,203944,True,True,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,Less Than 8 ft.,-0.61,5.935,6,3,4,56,1016
2021,1629628,True,False,Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,0.04,5.935,1,3,5,41,1061
2021,202692,True,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,Less Than 8 ft.,-0.14,5.795,1,3,5,48,1068
